ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
3068,1,2,1,2,3,1,1,3,0
3069,1,3,3,2,3,2,2,2,1
3070,1,1,2,3,1,1,2,2,1
3071,2,3,2,1,3,2,1,1,0
3072,2,4,3,2,2,1,2,2,0
3073,2,2,3,4,2,1,2,3,0
3074,3,2,2,2,3,1,1,1,0
3075,2,3,3,1,1,2,1,3,1
3076,1,3,2,1,1,2,2,2,1
3077,3,2,1,4,3,1,1,1,0
3078,2,1,2,4,1,2,1,1,0
3079,3,1,2,4,1,1,2,1,0
3080,3,2,2,2,2,2,3,2,0
3081,1,2,4,4,2,1,2,2,0
3082,2,1,3,2,2,2,2,2,1
3083,2,2,1,4,2,1,2,2,0
3084,2,4,4,1,2,1,1,2,0
3085,1,1,1,3,3,1,2,1,0
3086,1,2,4,1,3,1,2,2,0
3087,2,2,3,4,3,1,1,2,0
3088,3,2,1,1,1,1,3,2,1
3089,3,4,4,1,3,2,1,2,0
3090,1,1,4,1,3,1,1,2,1
3091,3,2,2,1,3,2,1,2,0
3092,1,2,3,1,3,1,3,3,1
3093,3,2,3,4,3,2,2,1,0
3094,2,3,4,1,3,2,2,3,1
3095,2,2,3,1,2,2,2,1,0
3096,3,1,1,3,2,2,1,2,0
3097,1,3,4,1,2,1,3,3,1
3098,2,1,4,4,1,2,1,2,1
3099,3,2,4,4,3,1,1,2,0
3100,2,2,3,3,3,1,3,2,0
3101,3,2,2,3,2,1,2,1,0
3102,3,2,3,2,3,2,3,2,0
3103,2,3,1,3,1,1,2,3,1
3104,1,4,3,1,3,2,1,3,1
3105,1,3,1,4,1,1,2,3,1
3106,3,2,4,2,3,2,2,2,0
3107,1,3,3,1,2,2,3,3,1
3108,3,4,1,4,1,2,2,3,0
3109,2,2,2,3,2,1,1,2,0
3110,1,2,1,2,3,2,2,1,0
3111,1,3,3,1,3,1,2,3,1
3112,1,1,1,1,2,2,2,2,1
3113,1,4,2,3,2,2,3,3,1
3114,2,1,4,2,2,1,2,2,1
3115,3,4,3,1,3,2,3,1,0
3116,2,3,1,1,2,1,2,3,1
3117,1,3,4,3,1,2,3,3,1
3118,2,1,3,3,1,2,2,3,1
3119,1,1,2,2,3,1,2,1,0
3120,3,1,1,2,1,2,1,2,1
3121,3,2,3,2,3,2,3,1,0
3122,2,2,4,2,2,2,2,2,0
3123,1,1,2,3,2,1,2,2,1
3124,2,1,2,4,2,2,3,2,1
3125,1,4,2,3,1,1,2,2,1
3126,1,1,2,1,3,2,2,2,1
3127,3,1,1,2,2,2,3,1,0
3128,1,2,4,4,2,2,2,3,1
3129,3,2,4,3,2,1,2,1,0
3130,1,3,2,3,2,2,1,1,0
3131,2,3,1,3,1,1,3,1,0
3132,2,2,3,4,2,1,2,2,0
3133,3,4,2,4,1,1,2,3,1
3134,3,2,1,1,2,2,2,1,0
3135,3,2,3,3,2,2,1,3,0
3136,2,4,4,1,3,1,1,1,0
3137,2,2,3,1,2,2,1,1,0
3138,3,2,2,1,3,1,2,3,1
3139,3,4,2,4,1,2,3,2,0
3140,2,2,1,3,2,1,1,2,0
3141,2,1,2,3,3,2,2,1,0
3142,3,3,1,1,2,1,3,3,1
3143,3,2,4,2,2,1,1,1,0
3144,3,4,4,4,3,2,3,1,0
3145,1,4,3,4,3,1,2,3,1
3146,1,1,4,1,2,1,3,1,0
3147,1,2,3,2,1,2,3,3,1
3148,2,2,3,4,2,1,3,1,0
3149,1,1,2,2,2,2,3,2,1
3150,1,3,1,3,1,2,2,3,1
3151,3,4,1,3,1,2,2,2,0
3152,3,2,1,3,2,2,1,1,0
3153,1,2,1,3,2,2,2,2,0
3154,3,1,3,2,3,1,3,3,1
3155,2,2,1,2,3,2,3,1,0
3156,3,2,4,2,1,1,2,3,1
3157,2,2,3,2,2,2,3,3,0
3158,3,1,4,1,1,1,3,2,1
3159,2,1,1,1,2,1,3,3,1
3160,3,2,4,1,3,2,3,3,0
3161,3,4,1,1,2,2,3,1,0
3162,1,3,4,1,2,2,1,3,1
3163,2,3,3,3,3,2,1,1,0
3164,2,4,3,1,3,2,1,2,1
3165,3,4,2,3,2,1,1,3,0
3166,1,2,4,3,1,2,1,2,0
3167,2,4,4,3,1,2,1,3,0
3168,3,2,3,1,2,2,1,3,0
3169,3,4,1,3,2,1,2,2,0
3170,1,2,2,2,3,2,2,1,0
3171,1,3,2,2,2,1,1,2,1
3172,1,4,2,3,2,2,1,3,1
3173,2,4,3,3,1,2,3,3,1
3174,1,3,2,3,2,1,1,3,1
3175,3,2,4,2,3,1,1,2,0
3176,2,4,1,4,1,1,1,1,0
3177,1,1,4,1,2,2,1,2,1
3178,1,3,4,4,2,1,1,1,0
3179,3,1,3,4,2,2,2,2,0
3180,3,2,1,1,1,1,2,3,1
3181,1,2,1,3,1,2,3,2,0
3182,1,4,4,4,1,1,3,1,0
3183,2,4,2,4,3,2,3,3,1
3184,1,2,4,4,2,2,3,3,1
3185,1,2,1,1,2,1,3,2,1
3186,2,1,3,1,2,2,2,3,1
3187,1,1,4,4,1,2,3,2,1
3188,3,2,2,3,1,1,2,3,1
3189,2,3,1,4,3,1,3,3,1
3190,2,2,4,2,3,2,3,1,0
3191,2,1,4,1,3,1,3,3,1
3192,3,1,3,3,3,2,2,2,0
3193,1,2,2,4,2,1,2,3,0
3194,1,1,1,1,3,1,3,3,1
3195,2,2,4,2,3,2,3,2,0
3196,3,2,1,4,2,1,2,1,0
3197,1,1,2,3,1,2,1,1,0
3198,3,2,1,4,2,1,2,2,0
3199,2,1,2,3,2,2,3,3,1
3200,2,1,3,1,3,1,1,2,1
3201,1,1,2,3,1,1,3,3,1
3202,3,3,2,2,2,1,3,3,1
3203,3,2,2,3,3,1,1,1,0
3204,3,1,4,2,1,2,2,2,0
3205,2,2,4,1,3,1,1,1,0
3206,1,1,1,1,2,2,1,3,1
3207,3,4,4,3,3,1,2,3,0
3208,3,2,4,4,1,2,3,1,0
3209,2,4,3,4,3,2,3,2,0
3210,3,1,4,4,2,2,1,2,0
3211,2,4,2,2,1,1,2,3,1
3212,1,2,3,1,3,1,2,2,1
3213,2,3,3,4,1,2,3,3,1
3214,2,2,4,1,3,1,2,3,0
3215,3,4,2,4,1,1,2,1,0
3216,3,4,3,1,2,2,3,1,0
3217,1,3,3,2,2,1,2,2,1
3218,2,1,4,3,3,2,3,2,1
3219,1,1,3,1,1,2,1,3,1
3220,2,1,2,4,2,2,1,2,1
3221,1,4,1,1,1,1,3,2,1
3222,1,4,1,4,3,1,3,2,1
3223,3,2,2,2,2,1,3,2,0
3224,3,1,2,1,1,1,2,3,1
3225,2,1,4,4,3,2,3,2,1
3226,3,2,2,3,1,2,1,1,0
3227,1,2,2,2,1,2,1,2,0
3228,2,1,1,3,2,2,3,2,1
3229,1,2,1,3,3,2,3,3,0
3230,1,3,3,4,2,2,1,3,1
3231,2,2,3,3,2,2,1,2,0
3232,1,2,3,1,3,2,3,1,0
3233,3,4,3,3,2,1,2,3,0
3234,1,2,4,1,3,1,3,3,0
3235,1,2,2,4,1,1,3,1,0
3236,3,3,1,3,2,2,2,1,0
3237,1,2,1,4,2,1,3,1,0
3238,2,2,2,3,2,1,3,2,0
3239,3,3,3,3,3,1,2,3,1
3240,3,1,2,2,3,2,3,1,0
3241,2,2,1,3,2,2,1,1,0
3242,3,4,2,2,2,1,2,2,0
3243,2,3,2,2,2,2,3,2,1
3244,2,4,4,3,1,1,2,1,0
3245,3,1,1,4,1,2,1,3,0
3246,2,2,2,4,3,2,1,3,0
3247,3,3,4,3,3,1,2,1,0
3248,2,2,2,1,2,2,3,1,0
3249,3,1,4,2,3,1,2,1,0
3250,2,2,1,4,3,1,2,2,0
3251,2,2,4,1,1,2,2,1,0
3252,2,4,4,4,2,2,1,1,0
3253,1,2,2,4,3,2,1,2,0
3254,3,1,2,2,3,1,2,1,0
3255,1,1,3,4,2,1,1,2,1
3256,2,1,1,1,3,1,1,2,1
3257,1,2,3,4,1,1,2,1,0
3258,3,2,1,1,1,2,1,2,0
3259,3,2,2,1,1,2,2,2,0
3260,3,2,3,2,2,1,1,1,0
3261,2,3,4,1,2,2,3,2,1
3262,3,2,4,1,3,2,1,1,0
3263,1,1,3,3,3,2,1,2,1
3264,3,3,1,2,3,1,2,1,0
3265,3,3,1,4,2,1,1,1,0
3266,1,2,2,1,2,1,3,3,0
3267,2,1,2,3,1,2,1,3,1
3268,3,2,3,1,1,2,2,3,1
3269,3,3,3,2,1,1,1,1,0
3270,3,1,3,1,1,1,1,3,1
3271,3,2,4,4,3,1,3,3,0
3272,3,3,4,2,3,1,3,3,1
3273,3,3,4,1,2,2,1,2,0
3274,2,2,4,1,3,1,3,3,0
3275,3,1,2,1,1,2,1,3,1
3276,1,1,4,1,3,1,2,2,1
3277,1,1,1,1,3,1,1,1,0
3278,2,4,2,4,2,2,2,3,1
3279,3,2,1,4,3,2,3,3,0
3280,1,2,3,2,2,2,1,1,0
3281,2,1,1,4,2,1,2,2,1
3282,3,3,3,4,2,1,3,3,1
3283,1,4,4,3,3,1,1,2,1
3284,3,1,2,3,2,1,3,2,0
3285,1,4,4,4,1,2,1,1,0
3286,2,3,1,1,3,2,3,2,1
3287,1,1,1,3,2,1,2,1,0
3288,1,2,3,3,3,1,2,2,0
3289,3,4,4,2,3,1,3,3,0
3290,2,1,4,1,2,2,3,1,0
3291,1,2,2,4,3,2,1,1,0
3292,3,3,3,4,3,2,1,1,0
3293,1,1,1,2,1,2,3,2,1
3294,1,1,2,1,1,2,2,1,0
3295,2,2,2,4,2,2,1,2,0
3296,1,3,1,1,3,2,3,2,1
3297,3,1,4,4,3,1,2,1,0
3298,3,2,3,1,2,2,2,2,0
3299,3,3,3,4,3,2,1,2,0
3300,1,2,1,2,1,2,1,3,1
3301,1,2,3,4,2,2,3,3,1
3302,3,2,1,4,3,1,2,3,0
3303,1,4,4,2,3,1,3,1,0
3304,1,2,4,4,2,2,1,1,0
3305,3,3,4,2,2,2,3,3,1
3306,3,4,3,2,1,1,2,3,1
3307,2,2,4,4,2,1,2,2,0
3308,1,1,2,1,2,1,3,1,0
3309,2,3,4,2,2,1,1,2,1
3310,2,2,2,4,1,2,2,2,0
3311,2,2,2,2,1,1,3,3,1
3312,3,2,4,3,2,2,3,1,0
3313,1,4,1,4,2,2,1,2,1
3314,3,4,4,1,1,1,3,2,0
3315,1,4,2,4,1,1,2,1,0
3316,3,4,3,2,3,1,1,2,0
3317,3,1,2,1,3,1,1,2,1
3318,3,2,2,4,1,2,3,3,0
3319,3,4,3,4,1,1,1,3,0
3320,3,4,2,1,1,1,2,3,1
3321,2,3,3,4,3,2,2,3,1
3322,2,3,4,3,2,2,1,2,1
3323,3,2,2,4,2,1,2,3,0
3324,2,1,4,4,3,2,1,3,1
3325,1,2,4,2,1,2,1,2,0
3326,2,3,1,3,2,2,3,2,1
3327,1,3,3,1,2,1,1,2,1
3328,2,3,1,2,3,2,1,3,1
3329,2,2,3,1,3,2,1,1,0
3330,2,4,1,4,2,1,3,3,1
3331,2,1,3,1,3,2,1,1,0
3332,2,2,4,3,3,2,1,1,0
3333,1,1,4,2,2,2,2,3,1
3334,2,2,1,2,2,2,2,3,0
3335,2,2,4,1,2,2,3,2,0
3336,2,3,2,4,1,1,3,3,1
3337,3,1,1,4,1,2,3,3,1
3338,2,3,2,2,2,1,3,2,1
3339,1,3,1,2,3,1,1,3,1
3340,2,4,4,3,1,2,1,2,0
3341,2,2,3,3,1,1,3,1,0
3342,2,1,4,2,3,1,1,1,0
3343,3,3,1,3,2,2,3,2,0
3344,1,2,1,2,3,1,2,2,1
3345,3,2,1,3,3,2,3,2,0
3346,1,1,2,3,1,1,3,2,1
3347,2,3,4,4,1,1,1,3,1
3348,1,2,3,1,2,1,3,3,0
3349,2,2,4,2,2,1,1,1,0
3350,1,4,2,3,3,1,3,1,0
3351,1,3,3,3,3,2,1,1,0
3352,3,2,4,3,1,2,3,1,0
3353,2,3,3,1,2,1,2,3,1
3354,2,2,2,1,3,2,3,1,0
3355,2,2,1,4,3,2,2,1,0
3356,2,4,2,2,1,2,1,2,0
3357,1,2,4,4,1,2,2,2,0
3358,1,3,4,2,1,2,3,3,1
3359,2,1,3,4,1,1,3,1,0
3360,2,2,4,3,3,2,3,1,0
3361,2,2,3,3,3,1,1,2,0
3362,2,2,4,1,1,2,1,2,0
3363,2,3,2,3,2,1,3,1,0
3364,3,3,2,1,3,2,3,3,1
3365,3,4,3,3,2,2,1,3,0
3366,1,2,2,2,2,2,2,2,0
3367,1,1,4,4,1,1,3,2,1
3368,2,2,1,3,2,2,1,3,0
3369,3,2,2,2,2,1,1,3,0
3370,1,3,2,3,2,2,3,1,0
3371,3,4,4,2,2,2,1,3,0
3372,1,1,1,2,3,1,2,2,1
3373,3,1,2,2,3,2,2,3,1
3374,1,4,2,3,3,2,1,3,1
3375,3,4,4,1,3,2,3,3,0
3376,3,2,2,2,3,1,1,3,0
3377,2,1,4,2,3,1,3,2,1
3378,3,4,3,3,2,2,3,2,0
3379,3,4,3,4,3,1,1,2,0
3380,2,4,4,2,2,1,1,3,0
3381,3,2,2,2,1,1,1,3,0
3382,1,4,2,2,1,2,3,3,1
3383,2,2,3,2,3,1,3,1,0
3384,3,2,3,2,1,2,1,2,0
3385,2,2,1,1,2,2,2,3,1
3386,1,3,1,3,2,2,1,1,0
3387,2,1,2,4,2,2,2,3,1
3388,2,4,3,3,1,2,2,3,1
3389,3,1,1,3,1,2,2,3,1
3390,3,2,2,4,2,2,2,2,0
3391,2,2,1,1,2,1,3,1,0
3392,3,1,4,3,1,1,2,2,1
3393,1,4,1,1,1,1,3,1,0
3394,1,4,3,1,3,1,1,1,0
3395,1,3,2,1,2,2,1,1,0
3396,3,1,4,2,3,1,1,2,0
3397,2,4,4,2,1,1,1,3,1
3398,2,3,2,2,3,2,1,1,0
3399,2,2,3,1,3,1,2,1,0
3400,1,1,2,1,2,2,3,2,1
3401,3,3,1,1,1,2,2,3,1
3402,2,4,2,4,2,1,2,2,0
3403,2,2,3,3,3,1,3,1,0
3404,1,3,4,2,1,2,2,1,0
3405,1,3,1,3,3,2,3,3,1
3406,2,4,2,4,2,2,1,2,0
3407,1,2,1,2,2,2,3,2,0
3408,1,1,2,4,1,2,1,3,1
3409,2,3,3,4,2,2,2,3,1
3410,3,4,2,1,3,2,3,1,0
3411,3,2,4,3,2,2,3,3,0
3412,3,3,4,1,3,1,3,1,0
3413,1,2,3,3,3,2,2,1,0
3414,2,4,3,3,1,1,2,2,1
3415,2,2,4,2,2,1,3,3,0
3416,3,2,2,4,3,2,2,2,0
3417,1,3,1,1,1,2,3,2,1
3418,3,2,3,1,3,1,3,2,0
3419,1,2,4,4,1,2,2,3,1
3420,3,2,1,1,2,2,2,3,1
3421,3,2,4,4,3,1,1,2,0
3422,1,2,1,4,3,1,1,3,0
3423,3,1,1,2,1,2,2,2,1
3424,3,2,4,2,1,2,1,2,0
3425,2,3,2,4,1,2,3,2,1
3426,3,1,4,3,1,2,3,2,0
3427,3,1,2,2,3,1,1,1,0
3428,2,3,1,1,1,2,3,1,0
3429,1,2,1,4,2,2,3,3,1
3430,2,3,2,2,2,2,3,3,1
3431,3,2,4,1,1,2,2,3,0
3432,2,2,1,1,1,1,1,2,1
3433,1,2,2,3,1,2,2,3,0
3434,3,2,3,2,2,1,3,3,0
3435,2,3,1,1,3,2,1,2,1
3436,3,1,2,4,3,1,1,2,0
3437,1,2,4,1,3,2,2,1,0
3438,1,2,3,2,1,1,3,3,1
3439,2,3,1,2,2,2,2,2,1
3440,1,4,1,4,1,2,1,1,0
3441,1,2,3,4,2,1,2,3,1
3442,3,2,3,3,3,1,1,1,0
3443,1,2,4,4,2,1,3,1,0
3444,2,3,3,3,3,2,1,3,1
3445,3,2,3,1,2,1,3,2,0
3446,2,2,1,4,1,2,3,2,0
3447,3,2,4,2,3,1,1,1,0
3448,2,4,1,4,1,2,2,1,0
3449,2,4,2,2,3,2,3,1,0
3450,2,2,1,3,3,1,3,2,0
3451,3,2,1,4,1,1,1,1,0
3452,1,3,3,2,1,2,1,2,1
3453,2,2,1,1,2,2,2,2,0
3454,1,4,3,1,2,2,3,2,1
3455,1,3,3,3,2,2,2,3,1
3456,3,3,3,4,3,2,1,3,0
3457,3,2,3,3,3,1,2,2,0
3458,3,1,4,4,2,1,1,3,0
3459,1,1,3,3,2,2,3,1,0
3460,1,2,3,1,1,2,1,2,0
3461,2,4,3,4,1,2,3,1,0
3462,3,2,2,4,3,1,1,2,0
3463,3,4,4,3,1,1,1,1,0
3464,1,4,2,4,1,1,3,2,1
3465,2,2,1,1,1,2,1,3,0
3466,2,2,4,1,2,1,3,1,0
3467,2,3,1,3,3,2,2,3,1
3468,2,3,3,3,1,2,1,2,1
3469,2,4,3,3,2,1,1,2,0
3470,2,2,4,4,1,2,1,2,0
3471,1,1,4,3,3,1,1,1,0
3472,2,2,2,3,1,1,3,3,1
3473,2,3,4,1,2,1,1,1,0
3474,2,1,4,3,2,1,2,1,0
3475,3,3,2,4,3,1,1,1,0
3476,1,2,2,2,1,2,2,2,0
3477,2,3,2,2,1,1,2,1,0
3478,1,4,1,3,1,1,2,3,1
3479,3,2,3,1,3,1,3,1,0
3480,1,1,4,2,1,1,3,2,1
3481,2,2,4,3,2,1,3,3,0
3482,3,2,1,4,3,2,2,2,0
3483,2,2,2,1,2,2,3,3,0
3484,2,1,2,4,1,1,1,3,1
3485,3,2,2,3,2,1,3,1,0
3486,2,1,1,1,2,2,2,1,0
3487,1,2,4,3,3,2,1,3,0
3488,1,2,3,2,1,1,3,1,0
3489,1,1,4,4,1,2,1,3,1
3490,2,2,4,1,1,1,2,1,0
3491,2,2,2,1,1,1,2,1,0
3492,3,3,3,1,1,2,3,1,0
3493,3,2,1,2,3,2,1,2,0
3494,1,3,1,3,2,2,1,2,1
3495,3,4,2,4,3,2,2,2,0
3496,1,2,2,3,2,2,2,2,0
3497,3,2,4,3,1,2,3,1,0
3498,1,1,4,4,3,2,1,3,1
3499,3,1,4,4,1,2,2,2,0
3500,2,4,2,2,1,1,1,3,1
3501,1,1,2,4,3,1,3,1,0
3502,1,4,1,2,3,1,1,1,0
3503,2,3,4,2,1,2,3,1,0
3504,1,2,2,4,2,1,2,2,0
3505,1,4,3,4,2,2,1,1,0
3506,2,3,1,2,1,1,2,2,1
3507,1,2,1,1,1,2,3,3,1
3508,3,2,4,4,2,2,2,1,0
3509,2,2,2,1,3,1,3,3,1
3510,3,2,2,1,2,1,2,3,0
3511,2,2,3,2,2,1,1,1,0
3512,1,3,3,3,3,2,1,2,1
3513,2,2,3,4,2,1,3,2,0
3514,1,3,2,4,3,1,2,2,1
3515,2,4,4,1,1,2,1,1,0
3516,3,2,3,2,1,2,3,1,0
3517,3,3,4,4,2,2,3,1,0
3518,2,4,2,1,1,2,2,3,1
3519,1,4,2,2,1,1,2,1,0
3520,3,1,2,2,2,2,1,3,0
3521,1,1,4,2,1,1,2,1,0
3522,3,2,4,4,2,2,3,3,0
3523,3,4,4,3,2,2,3,3,0
3524,3,2,3,1,1,1,3,3,1
3525,1,1,2,3,2,1,1,3,1
3526,2,2,4,4,1,1,2,3,1
3527,1,4,1,3,2,2,3,2,1
3528,1,2,1,2,1,1,3,2,0
3529,3,4,4,2,1,2,1,3,0
3530,3,2,3,2,3,1,1,2,0
3531,2,2,1,3,3,1,3,2,0
3532,3,3,1,3,2,2,1,3,0
3533,2,2,4,3,1,1,2,3,1
3534,3,3,2,4,1,2,2,2,0
3535,1,1,2,1,1,2,1,2,1
3536,1,1,4,2,2,1,1,3,1
3537,2,2,3,1,1,1,1,3,0
3538,3,4,2,1,2,2,1,2,0
3539,2,3,3,3,1,1,1,1,0
3540,1,3,4,3,2,2,1,1,0
3541,1,1,4,2,3,1,1,1,0
3542,3,1,1,2,1,1,2,3,1
3543,1,4,4,2,1,2,3,2,1
3544,1,3,2,2,2,1,3,2,1
3545,2,4,2,2,1,1,3,2,1
3546,3,4,1,2,1,2,1,3,0
3547,3,2,1,4,2,1,2,1,0
3548,2,4,1,2,2,2,2,3,1
3549,3,1,2,3,1,2,2,2,0
3550,2,4,3,2,2,1,1,1,0
3551,3,4,4,3,3,2,2,1,0
3552,3,3,2,1,2,1,3,2,0
3553,1,1,1,1,3,2,2,3,1
3554,3,2,3,3,1,2,2,3,0
3555,2,4,4,4,3,2,2,3,1
3556,1,2,2,2,3,1,3,1,0
3557,1,2,4,1,2,2,2,2,0
3558,2,2,1,3,2,1,2,3,0
3559,3,1,1,4,3,2,2,2,0
3560,3,2,3,2,1,1,1,3,0
3561,3,4,1,4,1,2,1,2,0
3562,2,4,2,1,3,1,3,1,0
3563,3,2,2,3,1,1,3,2,0
3564,2,4,1,2,2,1,1,1,0
3565,1,3,3,4,3,2,3,3,1
3566,3,2,1,2,3,2,2,1,0
3567,3,2,1,3,3,1,1,3,0
3568,2,3,1,1,3,2,3,3,1
3569,2,3,4,4,3,1,3,2,1
3570,2,3,2,1,1,2,1,1,0
3571,2,4,4,1,3,2,2,3,1
3572,1,3,3,3,3,1,1,3,1
3573,3,2,4,1,3,1,3,2,0
3574,2,2,1,1,2,2,3,2,0
3575,3,2,2,3,3,1,2,3,0
3576,3,1,3,1,3,2,3,3,1
3577,2,1,4,3,1,2,3,2,1
3578,3,3,4,3,1,1,1,2,1
3579,2,2,1,2,2,1,2,2,0
3580,1,3,3,4,3,1,1,1,0
3581,1,4,4,3,1,1,3,2,1
3582,3,3,4,4,2,1,2,2,0
3583,3,2,2,2,1,1,2,2,0
3584,1,4,2,3,1,1,2,3,1
3585,1,4,2,3,1,1,2,1,0
3586,2,2,4,4,3,2,2,2,0
3587,3,2,4,3,3,1,2,1,0
3588,3,2,3,3,1,2,1,2,0
3589,1,3,2,2,2,1,1,1,0
3590,1,2,3,3,3,2,2,3,0
3591,3,1,1,1,3,1,3,3,1
3592,1,2,4,2,1,2,1,2,0
3593,2,4,1,2,3,1,2,1,0
3594,1,3,4,4,2,2,2,3,1
3595,1,2,1,2,1,1,2,1,0
3596,2,2,4,3,2,2,2,1,0
3597,2,3,2,2,1,1,3,3,1
3598,3,3,2,4,3,2,2,1,0
3599,2,1,2,3,1,1,1,3,1
3600,3,1,3,3,3,1,1,2,0
3601,1,4,2,4,1,2,3,1,0
3602,3,3,1,2,2,2,2,2,0
3603,1,1,3,1,3,1,1,1,0
3604,1,4,3,4,1,2,3,1,0
3605,1,2,4,3,1,2,3,3,1
3606,2,2,4,2,3,2,2,3,0
3607,2,2,2,4,1,2,3,3,0
3608,1,2,4,4,2,2,2,1,0
3609,2,4,3,3,3,1,2,1,0
3610,3,4,4,1,3,2,3,2,0
3611,2,3,1,4,1,2,3,2,1
3612,3,4,2,2,1,2,3,3,0
3613,1,2,4,2,3,1,2,3,1
3614,2,2,1,4,1,2,1,3,0
3615,2,4,4,4,1,2,3,1,0
3616,2,2,3,2,3,1,3,2,0
3617,1,3,3,1,3,2,2,2,1
3618,3,2,4,3,1,2,1,2,0
3619,1,2,2,2,1,1,3,3,1
3620,2,1,4,2,2,2,3,3,1
3621,2,2,3,4,1,1,3,2,0
3622,1,4,4,1,3,2,1,2,1
3623,1,4,2,2,3,2,1,1,0
3624,3,1,3,2,3,2,2,1,0
3625,1,3,2,3,3,1,1,2,1
3626,1,2,3,3,1,1,3,3,1
3627,1,2,4,1,3,2,1,2,0
3628,3,2,3,3,2,1,3,2,0
3629,3,2,3,2,1,1,3,2,0
3630,2,4,2,3,1,1,2,2,1
3631,1,4,1,1,1,1,1,1,0
3632,3,3,4,3,1,1,2,1,0
3633,1,2,4,3,3,1,1,2,0
3634,2,3,4,3,3,1,3,3,1
3635,1,3,3,1,3,1,3,2,1
3636,2,1,1,2,3,2,3,3,1
3637,2,2,1,1,1,1,3,3,1
3638,3,2,1,1,3,2,3,3,1
3639,3,4,4,2,1,2,2,2,0
3640,3,2,3,2,2,2,1,2,0
3641,3,2,4,4,3,2,3,2,0
3642,3,2,2,2,3,1,3,1,0
3643,1,2,4,1,1,2,1,1,0
3644,1,2,3,3,2,2,2,2,0
3645,3,1,3,1,3,1,1,1,0
3646,2,2,4,2,2,1,3,2,0
3647,1,1,1,3,3,2,3,3,1
3648,3,4,1,3,2,1,3,2,0
3649,3,1,2,3,1,1,1,2,1
3650,3,3,2,4,3,2,2,3,1
3651,2,2,2,1,3,2,2,3,1
3652,2,3,1,4,3,2,3,2,1
3653,3,4,1,2,1,2,3,3,1
3654,1,2,4,4,2,1,3,3,0
3655,3,1,3,1,2,2,2,1,0
3656,1,3,2,1,3,1,1,2,1
3657,3,2,1,3,1,2,1,2,0
3658,1,3,3,3,3,2,3,3,1
3659,2,2,1,3,3,1,1,2,0
3660,1,2,2,4,1,1,3,2,1
3661,3,2,3,2,3,1,1,3,0
3662,3,1,3,3,3,2,1,1,0
3663,2,2,1,4,3,1,2,3,0
3664,1,1,3,1,3,2,2,2,1
3665,2,2,2,1,1,2,3,2,0
3666,2,2,4,4,1,1,1,2,0
3667,2,2,4,2,3,1,1,1,0
3668,1,2,4,3,1,1,2,3,1
3669,2,1,4,3,1,2,2,3,1
3670,3,3,4,2,1,1,1,3,1
3671,2,1,1,2,2,1,2,1,0
3672,2,3,2,3,1,2,2,1,0
3673,1,4,2,3,3,2,1,1,0
3674,1,4,1,3,2,1,3,3,1
3675,1,2,2,3,1,1,1,2,1
3676,3,2,3,3,1,1,3,3,1
3677,3,2,2,3,1,1,3,3,1
3678,2,3,3,1,3,1,2,3,1
3679,2,2,4,4,2,2,3,3,0
3680,1,4,4,1,1,2,1,1,0
3681,1,2,4,3,2,1,3,2,0
3682,3,1,4,3,2,1,2,3,1
3683,3,3,1,3,2,1,3,3,1
3684,1,4,4,2,2,2,2,3,1
3685,3,2,3,1,3,2,2,2,0
3686,3,1,4,1,1,2,3,3,1
3687,3,1,2,1,2,1,1,2,0
3688,2,1,4,1,3,1,3,1,0
3689,1,4,3,2,3,2,1,3,1
3690,2,1,3,1,3,1,3,1,0
3691,3,2,4,3,2,2,2,3,0
3692,2,3,2,4,3,1,1,1,0
3693,2,1,2,4,2,1,1,2,1
3694,2,2,4,4,3,2,2,3,0
3695,3,4,2,2,1,1,3,2,0
3696,3,1,1,4,1,1,2,2,1
3697,2,4,1,1,3,1,3,3,1
3698,3,3,2,4,1,2,2,3,1
3699,1,4,1,4,2,1,3,1,0
3700,3,2,3,4,1,1,1,3,0
3701,2,2,1,1,3,1,2,3,1
3702,1,1,4,4,2,2,3,1,0
3703,3,1,4,2,1,1,1,3,1
3704,3,1,2,2,1,1,2,3,1
3705,3,2,4,1,3,2,3,3,0
3706,3,3,2,1,3,1,2,2,1
3707,3,1,2,4,1,1,3,3,1
3708,1,4,1,3,2,2,2,2,1
3709,1,3,1,2,3,2,2,3,1
3710,3,2,3,2,2,1,2,1,0
3711,2,3,3,2,3,2,3,3,1
3712,1,2,1,3,2,2,2,1,0
3713,2,4,3,4,1,2,1,3,0
3714,3,3,1,2,3,2,2,1,0
3715,2,1,1,4,1,1,3,1,0
3716,1,1,4,2,1,2,2,3,1
3717,3,2,3,4,3,2,2,3,0
3718,1,3,2,4,2,2,3,3,1
3719,1,2,1,4,2,1,3,3,0
3720,2,1,2,4,3,1,1,3,1
3721,3,2,4,2,1,2,2,1,0
3722,3,2,3,4,3,2,2,1,0
3723,2,1,1,4,3,2,1,1,0
3724,3,1,3,4,3,1,3,3,1
3725,1,1,4,4,1,1,2,3,1
3726,1,2,2,2,1,2,3,1,0
3727,2,2,3,4,3,1,1,3,0
3728,1,1,1,4,1,1,3,3,1
3729,2,2,2,1,2,1,3,1,0
3730,3,2,1,2,3,1,1,3,0
3731,1,3,2,3,2,2,1,2,1
3732,2,4,2,1,2,2,2,2,0
